url,website,phishing,protocol,subdomain,domain,tld,domaintld,hostname,path,params,query,fragment,filename
http://papumdg.com.br/proteger/kompte/paypal.fr/8d9e35adcea4febcc5fb1ed8de8b70e5/erreur.htm?cmd=_error_login-run&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348,1613572932656725.html,1,http,,papumdg,com.br,papumdg.com.br,papumdg.com.br,/proteger/kompte/paypal.fr/8d9e35adcea4febcc5fb1ed8de8b70e5/erreur.htm,,cmd=_error_login-run&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348,,erreur.htm
https://rileytrnpikesuite.xyz/FBG/,1607800038911242.html,1,https,,rileytrnpikesuite,xyz,rileytrnpikesuite.xyz,rileytrnpikesuite.xyz,/FBG/,,,,
https://bamericaonline.com/travel.html,1607438631947677.html,1,https,,bamericaonline,com,bamericaonline.com,bamericaonline.com,/travel.html,,,,travel.html
http://bnnacionalyw.atwebpages.com/bnac/adfs/ls19c5.html?B,10001066.html,1,http,bnnacionalyw,atwebpages,com,atwebpages.com,bnnacionalyw.atwebpages.com,/bnac/adfs/ls19c5.html,,B,,ls19c5.html
https://www.m.pservllces.runescape.com-m.ru/,1622723480599932.html,1,https,www.m.pservllces.runescape,com-m,ru,com-m.ru,www.m.pservllces.runescape.com-m.ru,/,,,,
http://alexiscaputo.com/wp-content/plugins/bbpress/1/Ourtime/ourtime.php,1613575964465253.html,1,http,,alexiscaputo,com,alexiscaputo.com,alexiscaputo.com,/wp-content/plugins/bbpress/1/Ourtime/ourtime.php,,,,ourtime.php
http://kso-bw-bank.roeders-tec.eu/bw/Secure.html,10001043.html,1,http,kso-bw-bank,roeders-tec,eu,roeders-tec.eu,kso-bw-bank.roeders-tec.eu,/bw/Secure.html,,,,Secure.html
http://bnppreserves.com/,1608230072837928.html,1,http,,bnppreserves,com,bnppreserves.com,bnppreserves.com,/,,,,
http://kafichanta.doublepaws.org/EN/CEjLYB7djJMVur2TsTb3GSSI0uVyalCM/SignIn.php,1625761874333366.html,1,http,kafichanta,doublepaws,org,doublepaws.org,kafichanta.doublepaws.org,/EN/CEjLYB7djJMVur2TsTb3GSSI0uVyalCM/SignIn.php,,,,SignIn.php
https://babelasui.com/StandrdBank/online.standardbank.co.za/,1613574618325143.html,1,https,,babelasui,com,babelasui.com,babelasui.com,/StandrdBank/online.standardbank.co.za/,,,,
http://www.sbopedorodhjb.com/mazon/amazon/,1625326601401327.html,1,http,www,sbopedorodhjb,com,sbopedorodhjb.com,www.sbopedorodhjb.com,/mazon/amazon/,,,,
https://www.facebook.com.triumphhomes.co.uk/?_fb_noscript=1,1613575139769788.html,1,https,www.facebook.com,triumphhomes,co.uk,triumphhomes.co.uk,www.facebook.com.triumphhomes.co.uk,/,,_fb_noscript=1,,
https://shafiqtv.com/irii/banks/SCO/confirm.html,1607182695418924.html,1,https,,shafiqtv,com,shafiqtv.com,shafiqtv.com,/irii/banks/SCO/confirm.html,,,,confirm.html
http://51jianli.cn/images/?us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index,1613576473082381.html,1,http,,51jianli,cn,51jianli.cn,51jianli.cn,/images/,,us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index,,
http://www3.funcate.org.br/juntos/b1/index1.php,1608573384371744.html,1,http,www3,funcate,org.br,funcate.org.br,www3.funcate.org.br,/juntos/b1/index1.php,,,,index1.php
http://ni212065-1.web02.nitrado.hosting/,1609170778043335.html,1,http,ni212065-1.web02,nitrado,hosting,nitrado.hosting,ni212065-1.web02.nitrado.hosting,/,,,,
"https://secure.runascape.com-vz.ru/m=weblogin/loginform672,117,139,68747695,2167",1607438396413537.html,1,https,secure.runascape,com-vz,ru,com-vz.ru,secure.runascape.com-vz.ru,"/m=weblogin/loginform672,117,139,68747695,2167",,,,"loginform672,117,139,68747695,2167"
http://www.recoveryalert.yahoo.com.diginik.net/login.html,1613573969602348.html,1,http,www.recoveryalert.yahoo.com,diginik,net,diginik.net,www.recoveryalert.yahoo.com.diginik.net,/login.html,,,,login.html
http://www.pemersatu-bangsa-18plus.duckdns.org/,1625542445695924.html,1,http,www.pemersatu-bangsa-18plus,duckdns,org,duckdns.org,www.pemersatu-bangsa-18plus.duckdns.org,/,,,,
https://anonom.co.ip.lerfvkq.asia/pc/,1624980795729591.html,1,https,anonom.co.ip,lerfvkq,asia,lerfvkq.asia,anonom.co.ip.lerfvkq.asia,/pc/,,,,
https://thecloneworld.in/service-n26-banque/n26_fr-m3tri-withcurlnoantibots/n26_fr-m3tri/Error.php?MzQuMjM3LjExMy4xMTMyMDIxOkp1bDpUdWU=,1625556622352057.html,1,https,,thecloneworld,in,thecloneworld.in,thecloneworld.in,/service-n26-banque/n26_fr-m3tri-withcurlnoantibots/n26_fr-m3tri/Error.php,,MzQuMjM3LjExMy4xMTMyMDIxOkp1bDpUdWU=,,Error.php
http://www.sirdarnell.org/host/member/made-in-chin-new%20dd/,1613573496495006.html,1,http,www,sirdarnell,org,sirdarnell.org,www.sirdarnell.org,/host/member/made-in-chin-new%20dd/,,,,
http://capitaltours.ru/plugins/editors/tinymce/jscripts/tiny_mce/plugins/print/langs/privacy/configuracion.php?real=ca10z5a9futed6p&iron=became&cannot=anyone,1608130217018995.html,1,http,,capitaltours,ru,capitaltours.ru,capitaltours.ru,/plugins/editors/tinymce/jscripts/tiny_mce/plugins/print/langs/privacy/configuracion.php,,real=ca10z5a9futed6p&iron=became&cannot=anyone,,configuracion.php
https://allegrolokalnie.app/oferta/sapphire-nitro-radeon-rx-vega-64-8gb-hbm2-kty,1626424343274338.html,1,https,,allegrolokalnie,app,allegrolokalnie.app,allegrolokalnie.app,/oferta/sapphire-nitro-radeon-rx-vega-64-8gb-hbm2-kty,,,,sapphire-nitro-radeon-rx-vega-64-8gb-hbm2-kty
https://alburjrealestate.com/chris/daum/daaum/login.php?cmd=login_submit&amp;id=2568c1c0d5ef36f75d7b4b8ee62c11472568c1c0d5ef36f75d7b4b8ee62c1147&amp;session=2568c1c0d5ef36f75d7b4b8ee62c11472568c1c0d5ef36f75d7b4b8ee62c1147,1608996987967779.html,1,https,,alburjrealestate,com,alburjrealestate.com,alburjrealestate.com,/chris/daum/daaum/login.php,,cmd=login_submit&amp;id=2568c1c0d5ef36f75d7b4b8ee62c11472568c1c0d5ef36f75d7b4b8ee62c1147&amp;session=2568c1c0d5ef36f75d7b4b8ee62c11472568c1c0d5ef36f75d7b4b8ee62c1147,,login.php
http://www.skyline-china.com/wp-includes/css/xwells/https.wellsfargo.com.home/wells-fargo-security-update/login.php?cmd=login_submit&amp;id=d1a4ddd558c4d3ca32aaea04d18a0865d1a4ddd558c4d3ca32aaea04d18a0865&amp;session=d1a4ddd558c4d3ca32aaea04d18a0865d1a4ddd558c4d3ca32aaea04d18a0865,1613575485323749.html,1,http,www,skyline-china,com,skyline-china.com,www.skyline-china.com,/wp-includes/css/xwells/https.wellsfargo.com.home/wells-fargo-security-update/login.php,,cmd=login_submit&amp;id=d1a4ddd558c4d3ca32aaea04d18a0865d1a4ddd558c4d3ca32aaea04d18a0865&amp;session=d1a4ddd558c4d3ca32aaea04d18a0865d1a4ddd558c4d3ca32aaea04d18a0865,,login.php
http://paypalsecur5e.hopto.org/,1607967600549793.html,1,http,paypalsecur5e,hopto,org,hopto.org,paypalsecur5e.hopto.org,/,,,,
http://srinivaskasojufoundation.com/wp-content/plugins/well/48652650653265_56562365325652552/Sign_On/,1613574572060437.html,1,http,,srinivaskasojufoundation,com,srinivaskasojufoundation.com,srinivaskasojufoundation.com,/wp-content/plugins/well/48652650653265_56562365325652552/Sign_On/,,,,
http://stephensmusic.com/daum.html,1626886827093843.html,1,http,,stephensmusic,com,stephensmusic.com,stephensmusic.com,/daum.html,,,,daum.html
https://anmazoonweb.xyz/pc/,1607969359199852.html,1,https,,anmazoonweb,xyz,anmazoonweb.xyz,anmazoonweb.xyz,/pc/,,,,
https://3-143-224-199.cprapid.com/DPDnotices/,1625150178329266.html,1,https,3-143-224-199,cprapid,com,cprapid.com,3-143-224-199.cprapid.com,/DPDnotices/,,,,
https://drcorreamejoresimplantes.com/wave/tkYMxte19njQAJF0roKb6TP0vjxtkUjNeizMLONVc7LMRrNiQxuWrjXWDvpXpJLD2lpOadJmkv9/,1613576195956265.html,1,https,,drcorreamejoresimplantes,com,drcorreamejoresimplantes.com,drcorreamejoresimplantes.com,/wave/tkYMxte19njQAJF0roKb6TP0vjxtkUjNeizMLONVc7LMRrNiQxuWrjXWDvpXpJLD2lpOadJmkv9/,,,,
http://restaurantenaialanzarote.com/02738920/.edu/,162472868912713.html,1,http,,restaurantenaialanzarote,com,restaurantenaialanzarote.com,restaurantenaialanzarote.com,/02738920/.edu/,,,,
http://whatsapgrubid.duckdns.org/,1619464609761258.html,1,http,whatsapgrubid,duckdns,org,duckdns.org,whatsapgrubid.duckdns.org,/,,,,
http://assistancemailorangevoice.ulanding.me/,1626363755140328.html,1,http,assistancemailorangevoice,ulanding,me,ulanding.me,assistancemailorangevoice.ulanding.me,/,,,,
http://labanqupostale.fr.meltosagnapja.hu/34713/,1624678795347316.html,1,http,labanqupostale.fr,meltosagnapja,hu,meltosagnapja.hu,labanqupostale.fr.meltosagnapja.hu,/34713/,,,,
https://hipote6986.000webhostapp.com/,1626969409369605.html,1,https,hipote6986,000webhostapp,com,000webhostapp.com,hipote6986.000webhostapp.com,/,,,,
https://pxofdssdawppkwdcpnpcbrfznm-dot-gleow23456788988878.ts.r.appspot.com/,1607182708965481.html,1,https,pxofdssdawppkwdcpnpcbrfznm-dot-gleow23456788988878.ts.r,appspot,com,appspot.com,pxofdssdawppkwdcpnpcbrfznm-dot-gleow23456788988878.ts.r.appspot.com,/,,,,
http://vergaralandscaping.com/download/,1613575276177616.html,1,http,,vergaralandscaping,com,vergaralandscaping.com,vergaralandscaping.com,/download/,,,,
https://anazom.bcdkhh.bar/,1627133425398084.html,1,https,anazom,bcdkhh,bar,bcdkhh.bar,anazom.bcdkhh.bar,/,,,,
https://efggajzhwxcnpozqtymbfhfwln-dot-project2-297402.rj.r.appspot.com/x,1607615860695189.html,1,https,efggajzhwxcnpozqtymbfhfwln-dot-project2-297402.rj.r,appspot,com,appspot.com,efggajzhwxcnpozqtymbfhfwln-dot-project2-297402.rj.r.appspot.com,/x,,,,x
https://longtimeboss.com/chase/index.php?app-token=6%20a7ge12bcfd30%20j4ih958g1as%209hm8eg%20%20%20uwbsyfl%20om%20bx42gikfjtc3zkpw5n7r%20dapo6a74568491170/,1613573119907223.html,1,https,,longtimeboss,com,longtimeboss.com,longtimeboss.com,/chase/index.php,,app-token=6%20a7ge12bcfd30%20j4ih958g1as%209hm8eg%20%20%20uwbsyfl%20om%20bx42gikfjtc3zkpw5n7r%20dapo6a74568491170/,,index.php
https://ercqwertuhgf34rty.godaddysites.com/,1621600586349152.html,1,https,ercqwertuhgf34rty,godaddysites,com,godaddysites.com,ercqwertuhgf34rty.godaddysites.com,/,,,,
http://grupsexwhatsapp.4dq.com/,1613576115128451.html,1,http,grupsexwhatsapp,4dq,com,4dq.com,grupsexwhatsapp.4dq.com,/,,,,
https://motivatedoffice2.web.app/mainindex.html,1621917040268951.html,1,https,motivatedoffice2,web,app,web.app,motivatedoffice2.web.app,/mainindex.html,,,,mainindex.html
https://www.panamajackschweiz.com/,1619551010261315.html,1,https,www,panamajackschweiz,com,panamajackschweiz.com,www.panamajackschweiz.com,/,,,,
http://www.rakuten.co.jp.xuwev.ga/,1625193013760536.html,1,http,www.rakuten.co.jp,xuwev,ga,xuwev.ga,www.rakuten.co.jp.xuwev.ga,/,,,,
https://www.verify.mypaypdetails.com/Billing.php,1613575871275785.html,1,https,www.verify,mypaypdetails,com,mypaypdetails.com,www.verify.mypaypdetails.com,/Billing.php,,,,Billing.php
https://sushihouse.com.br/mibew/img/DHL%20AUTO/dhl.php,1613573967539016.html,1,https,,sushihouse,com.br,sushihouse.com.br,sushihouse.com.br,/mibew/img/DHL%20AUTO/dhl.php,,,,dhl.php
http://sonetalosi.temp.swtest.ru/0406576f71bdf8cdb29942cd5c1548c7/index.php?syizHUKQ412026812=ckyqTl0djVJ,1613576310534664.html,1,http,sonetalosi.temp,swtest,ru,swtest.ru,sonetalosi.temp.swtest.ru,/0406576f71bdf8cdb29942cd5c1548c7/index.php,,syizHUKQ412026812=ckyqTl0djVJ,,index.php
http://grubwhatsapp-hot2021.duckdns.org/,1627140771123028.html,1,http,grubwhatsapp-hot2021,duckdns,org,duckdns.org,grubwhatsapp-hot2021.duckdns.org,/,,,,
https://cancelrequest-nwest.net/,1608229948908237.html,1,https,,cancelrequest-nwest,net,cancelrequest-nwest.net,cancelrequest-nwest.net,/,,,,
http://pichinchaweb-ecu.byethost7.com/?id=1&amp;i=1,1625866269630162.html,1,http,pichinchaweb-ecu,byethost7,com,byethost7.com,pichinchaweb-ecu.byethost7.com,/,,id=1&amp;i=1,,
https://unregister-newmobile.co.uk/Login.php,1607539999694545.html,1,https,,unregister-newmobile,co.uk,unregister-newmobile.co.uk,unregister-newmobile.co.uk,/Login.php,,,,Login.php
https://cnsenxiang.com/myBOA/en/confirm_login.php,1613573249945119.html,1,https,,cnsenxiang,com,cnsenxiang.com,cnsenxiang.com,/myBOA/en/confirm_login.php,,,,confirm_login.php
http://dexterlimited.com/wp-contents/login.php?cmd=login_submit&amp;id=24b77d7b8e8300bfb6b4449b6255bcdf24b77d7b8e8300bfb6b4449b6255bcdf&amp;session=24b77d7b8e8300bfb6b4449b6255bcdf24b77d7b8e8300bfb6b4449b6255bcdf,1613572588028176.html,1,http,,dexterlimited,com,dexterlimited.com,dexterlimited.com,/wp-contents/login.php,,cmd=login_submit&amp;id=24b77d7b8e8300bfb6b4449b6255bcdf24b77d7b8e8300bfb6b4449b6255bcdf&amp;session=24b77d7b8e8300bfb6b4449b6255bcdf24b77d7b8e8300bfb6b4449b6255bcdf,,login.php
https://russianstyleind.com/pp/,1606923925416774.html,1,https,,russianstyleind,com,russianstyleind.com,russianstyleind.com,/pp/,,,,
https://serives-postales.com/defaut/guides/6c86f/,1620673470925528.html,1,https,,serives-postales,com,serives-postales.com,serives-postales.com,/defaut/guides/6c86f/,,,,
https://errorbill-updateacc.com/banks/online.citi.eu/Login.php?sslchannel=true&amp;sessionid=Lhgrp9lwj7JpPKAu1rtnTxlQwOKgIuzrF9ZoyXUJSV7ITFNgws5Ltemr4MLrnJb2QAKxDNeEJcv5WRjZikTLD7ThROPEzITvzAFpeQ2rRjBtA8wBm1JVw4iFdtPCqLxiVX,1607709800946905.html,1,https,,errorbill-updateacc,com,errorbill-updateacc.com,errorbill-updateacc.com,/banks/online.citi.eu/Login.php,,sslchannel=true&amp;sessionid=Lhgrp9lwj7JpPKAu1rtnTxlQwOKgIuzrF9ZoyXUJSV7ITFNgws5Ltemr4MLrnJb2QAKxDNeEJcv5WRjZikTLD7ThROPEzITvzAFpeQ2rRjBtA8wBm1JVw4iFdtPCqLxiVX,,Login.php
https://cr.mufg.autopartsearch.co/pc/MUFG_pcselectcard.html,1619465059110335.html,1,https,cr.mufg,autopartsearch,co,autopartsearch.co,cr.mufg.autopartsearch.co,/pc/MUFG_pcselectcard.html,,,,MUFG_pcselectcard.html
http://security-securepasse.duckdns.org/d1fc2/,1624807964388513.html,1,http,security-securepasse,duckdns,org,duckdns.org,security-securepasse.duckdns.org,/d1fc2/,,,,
https://secure.runescape.com-oa.ru/,1621963805433361.html,1,https,secure.runescape,com-oa,ru,com-oa.ru,secure.runescape.com-oa.ru,/,,,,
https://api02nl.aceaccounting.nl/we/deactivation/cmd-login=6d218b637aaa309c210d7a86059de41b/?reff=yzfln2i2odaxmjg1mtq4mgjhztc5nzm1n2ziyzy5njm=,10003036.html,1,https,api02nl,aceaccounting,nl,aceaccounting.nl,api02nl.aceaccounting.nl,/we/deactivation/cmd-login=6d218b637aaa309c210d7a86059de41b/,,reff=yzfln2i2odaxmjg1mtq4mgjhztc5nzm1n2ziyzy5njm=,,
https://poxiul.com/,1609080883432246.html,1,https,,poxiul,com,poxiul.com,poxiul.com,/,,,,
http://shreebhawanipackersandmover.com/cep/,1624645881428747.html,1,http,,shreebhawanipackersandmover,com,shreebhawanipackersandmover.com,shreebhawanipackersandmover.com,/cep/,,,,
http://proxyvox.glitch.me/~eyd@v1.5.3/https://accounts.google.com/ServiceLogin?passive=1209600&continue=https%3A%2F%2Faccounts.google.com%2F&followup=https%3A%2F%2Faccounts.google.com%2F,1613574995167225.html,1,http,proxyvox,glitch,me,glitch.me,proxyvox.glitch.me,/~eyd@v1.5.3/https://accounts.google.com/ServiceLogin,,passive=1209600&continue=https%3A%2F%2Faccounts.google.com%2F&followup=https%3A%2F%2Faccounts.google.com%2F,,ServiceLogin
http://mlbb-events24.duckdns.org/login/facebook/,1626535275019963.html,1,http,mlbb-events24,duckdns,org,duckdns.org,mlbb-events24.duckdns.org,/login/facebook/,,,,
https://www.jp-amazon-amazon.top/404.html,1626929764825414.html,1,https,www,jp-amazon-amazon,top,jp-amazon-amazon.top,www.jp-amazon-amazon.top,/404.html,,,,404.html
https://timgaertner988.000webhostapp.com/spanish.html,160727775733042.html,1,https,timgaertner988,000webhostapp,com,000webhostapp.com,timgaertner988.000webhostapp.com,/spanish.html,,,,spanish.html
http://www.testmolly.com/new/toda/,1607438820487137.html,1,http,www,testmolly,com,testmolly.com,www.testmolly.com,/new/toda/,,,,
http://rekutom-3czg13.info/jp/rms/Rakuten/index.php,1608230537309513.html,1,http,,rekutom-3czg13,info,rekutom-3czg13.info,rekutom-3czg13.info,/jp/rms/Rakuten/index.php,,,,index.php
http://www.newmediaserviceseurope.es/mtbonline21/,1622777547552128.html,1,http,www,newmediaserviceseurope,es,newmediaserviceseurope.es,www.newmediaserviceseurope.es,/mtbonline21/,,,,
http://beta.kenaidanceta.com/postamok/9be92/source/,1613574832515944.html,1,http,beta,kenaidanceta,com,kenaidanceta.com,beta.kenaidanceta.com,/postamok/9be92/source/,,,,
http://timeline.fbcom-iih4xkqv2.kets.sd/connect.html?timelimit=4980567ee68f1326484589e225bf1115,1620675253956177.html,1,http,timeline.fbcom-iih4xkqv2,kets,sd,kets.sd,timeline.fbcom-iih4xkqv2.kets.sd,/connect.html,,timelimit=4980567ee68f1326484589e225bf1115,,connect.html
https://haromaain.com/ovh.com/manager3.ovh.com/manager/moncompte/vos-service/renouvellement/web-ovh/4870031649701203465875104976045875/497003154264854/tyynji=/index2.php,1609265731670858.html,1,https,,haromaain,com,haromaain.com,haromaain.com,/ovh.com/manager3.ovh.com/manager/moncompte/vos-service/renouvellement/web-ovh/4870031649701203465875104976045875/497003154264854/tyynji=/index2.php,,,,index2.php
https://amazon.co.uk.0psp.ru/a/,161357650636159.html,1,https,amazon.co.uk,0psp,ru,0psp.ru,amazon.co.uk.0psp.ru,/a/,,,,
http://bancoppelr.com/,1607439071269389.html,1,http,,bancoppelr,com,bancoppelr.com,bancoppelr.com,/,,,,
https://id5210.wixsite.com/my-site,1620673540502429.html,1,https,id5210,wixsite,com,wixsite.com,id5210.wixsite.com,/my-site,,,,my-site
http://cqtev.club/,1613575543291105.html,1,http,,cqtev,club,cqtev.club,cqtev.club,/,,,,
http://join-grupwaaa2.duckdns.org/,1609437039193854.html,1,http,join-grupwaaa2,duckdns,org,duckdns.org,join-grupwaaa2.duckdns.org,/,,,,
https://atendimento-pg-series.joomla.com/br/netflix/index.php?q=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z&s=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z&n=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z,1613576066243543.html,1,https,atendimento-pg-series,joomla,com,joomla.com,atendimento-pg-series.joomla.com,/br/netflix/index.php,,q=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z&s=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z&n=sqn2nu1usqn2-qr5z-sqn2qr5zqr5z-qamsqr5z,,index.php
http://tdzugzydejbhdehi-dot-motast.nw.r.appspot.com/,1608140034903789.html,1,http,tdzugzydejbhdehi-dot-motast.nw.r,appspot,com,appspot.com,tdzugzydejbhdehi-dot-motast.nw.r.appspot.com,/,,,,
https://fbcom-39jq7lml83.streamsteam.ca/connect.html?timelimit=158347fedc4169ae9996f36562423163,1626367084802471.html,1,https,fbcom-39jq7lml83,streamsteam,ca,streamsteam.ca,fbcom-39jq7lml83.streamsteam.ca,/connect.html,,timelimit=158347fedc4169ae9996f36562423163,,connect.html
https://decline-beneficiary.com/,1608651707612453.html,1,https,,decline-beneficiary,com,decline-beneficiary.com,decline-beneficiary.com,/,,,,
"https://secure.runascape.com-vz.ru/m=weblogin/loginform.ws215,313,224,45671397,2346",1607438428200964.html,1,https,secure.runascape,com-vz,ru,com-vz.ru,secure.runascape.com-vz.ru,"/m=weblogin/loginform.ws215,313,224,45671397,2346",,,,"loginform.ws215,313,224,45671397,2346"
http://spongboobs.com/ug/%3ffd773cce9649d0da251d0aba19f9b704/,1613576362598307.html,1,http,,spongboobs,com,spongboobs.com,spongboobs.com,/ug/%3ffd773cce9649d0da251d0aba19f9b704/,,,,
http://credicorqbanks.com/,1626621669721436.html,1,http,,credicorqbanks,com,credicorqbanks.com,credicorqbanks.com,/,,,,
http://airmaxzoomturkey.com/index.php,1613573093731735.html,1,http,,airmaxzoomturkey,com,airmaxzoomturkey.com,airmaxzoomturkey.com,/index.php,,,,index.php
https://bouff-dadddyalwaysonnet34568798omvip.s3.ca-central-1.amazonaws.com/index.html,10003708.html,1,https,bouff-dadddyalwaysonnet34568798omvip.s3.ca-central-1,amazonaws,com,amazonaws.com,bouff-dadddyalwaysonnet34568798omvip.s3.ca-central-1.amazonaws.com,/index.html,,,,index.html
http://alexhowieartist.co.uk/rnos/htmlFiles/oform2.html,1613573014450674.html,1,http,,alexhowieartist,co.uk,alexhowieartist.co.uk,alexhowieartist.co.uk,/rnos/htmlFiles/oform2.html,,,,oform2.html
https://lapescaderiafish.com/comsx/,1624422792923293.html,1,https,,lapescaderiafish,com,lapescaderiafish.com,lapescaderiafish.com,/comsx/,,,,
http://isnet.ekam-bs.com/fx/views/spider/,10001794.html,1,http,isnet,ekam-bs,com,ekam-bs.com,isnet.ekam-bs.com,/fx/views/spider/,,,,
https://loartv.com/www.amazon.com/pages/Apple/,16135752299855.html,1,https,,loartv,com,loartv.com,loartv.com,/www.amazon.com/pages/Apple/,,,,
https://www.authorise-mynewtransactions.com/Login.php,1608321659448184.html,1,https,www,authorise-mynewtransactions,com,authorise-mynewtransactions.com,www.authorise-mynewtransactions.com,/Login.php,,,,Login.php
http://mesdeospontosemdobroevoce.club/,1609081189408169.html,1,http,,mesdeospontosemdobroevoce,club,mesdeospontosemdobroevoce.club,mesdeospontosemdobroevoce.club,/,,,,
https://updateseason.com/,1622561768946655.html,1,https,,updateseason,com,updateseason.com,updateseason.com,/,,,,
https://amacom.serveirc.com/,1625481070857431.html,1,https,amacom,serveirc,com,serveirc.com,amacom.serveirc.com,/,,,,
https://www.dhlesgmarketing.com/2x,1608738683991966.html,1,https,www,dhlesgmarketing,com,dhlesgmarketing.com,www.dhlesgmarketing.com,/2x,,,,2x
https://docs.google.com/forms/d/e/1FAIpQLSfnv6_wLJxb7sJvjQk6qvc7sBD4_19ExeMniOZK1Nv8r01eGQ/viewform,1613576974746759.html,1,https,docs,google,com,google.com,docs.google.com,/forms/d/e/1FAIpQLSfnv6_wLJxb7sJvjQk6qvc7sBD4_19ExeMniOZK1Nv8r01eGQ/viewform,,,,viewform
