url,phishing,website
https://0569576432--agreementservices.weebly.com/,1,weebly_1709935432792863.html
https://web-mail-services.hubside.fr/,1,hubside_1709935433225850.html
https://cloudflare-ipfs.com/ipfs/bafybeibiyalzwvmlisgut224jjcwotnkuezs7sdyzvishg43lzsx5l3gtm,1,cloudflare-ipfs_1709935433409660.html
https://docs.google.com/presentation/d/e/2PACX-1vRFrC-sqqBuI3gzhlhvs7OOodLMdfiyS_Eg-k_yuuofy8mt5E1mcpqG8GgO2qjHbci3piWq8rKoBkXG/pub?start=false&amp;loop=false&amp;delayms=3000,1,google_1709935434648376.html
http://bitkub.dotbitcoin.com,1,dotbitcoin_1709935437269138.html
https://bafybeig7vnyswt4a3ryzewn2y6o6ldxcgzhay5s5w7gotjt6h6kzrghkte.ipfs.thirdwebipfs.com,1,thirdwebipfs_1709935437426300.html
https://ipfs.io/ipfs/bafkreibh5uqkfpc2dlgqi7s73mlxx4yumyos6nhvhxg5xhyxpfxwtrslpe,1,ipfs_1709935437633132.html
https://t.co/L0h4vC8DpQ,1,t_1709935438408245.html
https://kayueglobal.com/wp-includes/IXR/index%20%2811%29.html#nobody@mycraftmail.com&amp;ea046c47edc7aba836e0ff626708572d-787238hjsjgd8e20e664855f787d2d096095f8671f227-230920n8=ea046c47edc7aba836e0ff626708572d-239ngKq0-7236c4eb8932d7924131ec5603d1cbe9,1,kayueglobal_1709935443578866.html
https://vnreintka3.web.app/,1,web_1709935444787518.html
https://dakloun.firebaseapp.com/,1,firebaseapp_1709935444920299.html
https://poocoin-appx1.blogspot.com/,1,blogspot_1709935445894180.html
https://uspss-usa.pages.dev/entreg/LoginAction_input,1,pages_1709935446080751.html
https://bring-sing.hjtanccrnheteua.workers.dev/,1,workers_1709935446851722.html
https://3856-102027usdut.weeblysite.com/,1,weeblysite_1709935448116918.html
https://sites.google.com/view/babrouns/inicio,1,google_1709935448416303.html
https://gamehaven-7876f.firebaseapp.com/,1,firebaseapp_1709935448570762.html
https://weissen-consulting.ch/,1,weissen-consulting_1709935448822189.html
https://bafybeiewva5izfw765r5kq6qrslpttholmffiqh4a5scrn7i3gmpvin5mm.ipfs.cf-ipfs.com/,1,cf-ipfs_1709935448972676.html
https://tinyurl.com/app/nospam/tinyurl.com/4xec4v2y,1,tinyurl_1709935449300708.html
https://security-auth-device.firebaseapp.com/,1,firebaseapp_1709935449473821.html
https://tinyurl.com/5fdfhz33?LLG=fz0hlAdQ09v,1,tinyurl_1709935450393156.html
https://aproccessing.firebaseapp.com/,1,firebaseapp_1709935450561095.html
https://charity-suite-uk1.firebaseapp.com/,1,firebaseapp_1709935450692696.html
https://btinternet-101011.weeblysite.com/,1,weeblysite_1709935452523946.html
https://pub-9f978999c777406fad59bfb860cb6ac3.r2.dev/lovewa.html,1,r2_1709935453064183.html
https://www.aktien-global.de/top-aktien/commerzbank/commerzbankdaswarzuviel-2881/,1,aktien-global_1709935454586110.html
http://serverauthinticationrequiredhostingswrvicesdomain2.pages.dev,1,pages_1709935454814383.html
https://hello-world-snowy-violet-977d.zirkohekko.workers.dev/,1,workers_1709935454969283.html
https://provinsoliax.webcindario.com/,1,webcindario_1709935455404696.html
https://usp.usspsp.top/,1,usspsp_1709935456092547.html
https://mute-water-db88.farkubospe3659.workers.dev/,1,workers_1709935456279966.html
https://cloudflare-ipfs.com/ipfs/bafybeieqy3hmmbpqq7b5kmkiun3maf37f7ebdqrygnlnclduwagxho7cja,1,cloudflare-ipfs_1709935456876591.html
https://cutt.ly/9wBzhe4a,1,cutt_1709935457740701.html
https://cloudflare-ipfs.com/ipfs/bafkreignelgn4aavtxjoimkbim37b2zicotm2ryeq37im7v5ajooocwl6q,1,cloudflare-ipfs_1709935458482470.html
https://pratalusa.pt/wp-includes/tmp/,1,pratalusa_1709935459473374.html
https://cloudflare-ipfs.com/ipfs/bafybeidvtuuajd3mft75wfm7rwr2wnqg5uwn53hqlnfu3js6brjwwdgp4q//W3MDX5.htm,1,cloudflare-ipfs_1709935459563971.html
https://pub-ab04c75570e04a32882f946b993f337d.r2.dev/auths.html,1,r2_1709935459914956.html
https://cloudflare-ipfs.com/ipfs/bafybeic2uupkpgx3zeka2ps3jtu7y7lyazv2qt7epp37amhsvzdyiakxe4,1,cloudflare-ipfs_1709935460173328.html
https://cloudflare-ipfs.com/ipfs/bafybeic56j4ygdcfr24e24b5m33cwkl6bcwa6guuyaowc5pmrdy53rooa4/weblock.html,1,cloudflare-ipfs_1709935461498340.html
https://bafybeiglwq7a7ja36hi42bz3w2gyhlae7dnf5icr6qrkyvhsi2mslu4ijy.ipfs.cf-ipfs.com/800-8v345h0pd0-3kj-g5h-wej-9h34f.html,1,cf-ipfs_1709935461638326.html
https://cloudflare-ipfs.com/ipfs/bafybeic5hplbkubjzoigjkvtsjt6wlgp3kmwlknkpqtyznh7hckyfkzx6u?email=andreas.tzeravinis@moh.gr,1,cloudflare-ipfs_1709935461757918.html
https://e5mszi.webwave.dev/,1,webwave_1709935462077312.html
http://maee3co.com/Chase%20secure-01.redirectme/,1,maee3co_1709935462692027.html
https://gheundsagri.web.app/,1,web_1709935462812151.html
https://process-3riversfcu-online.firebaseapp.com/,1,firebaseapp_1709935462940788.html
https://cf-ipfs.com/ipfs/QmRGDcqQiM6NDtc6yhcbsRkxKku691HgnrmemZPktCvrts/qiuck0man.html,1,cf-ipfs_1709935463033048.html
https://rough-dawn-cfb4.ssk8lti1.workers.dev/,1,workers_1709935463293508.html
https://bafybeigtqnnltkdpl77bqlcgavun2jdt5ryxdzi4tx2iyzp3szwuwlxzeu.ipfs.cf-ipfs.com,1,cf-ipfs_1709935463474424.html
https://bafybeidpul6667gjecqtsed52k7njbhwr5oz4hfhgxirbyhyc7shihy65y.ipfs.cf-ipfs.com,1,cf-ipfs_1709935463673593.html
https://dhdhfh1.wixsite.com/my-site,1,wixsite_1709935464026844.html
https://square-cloud-205e.dpp6w8px.workers.dev/,1,workers_1709935464192696.html
https://walletrezornv.weebly.com/,1,weebly_1709935465110180.html
http://site9614713.92.webydo.com/,1,webydo_1709935465485551.html
https://wwxhajudjgwjklckvzgs2.web.app/,1,web_1709935465624768.html
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__lLPiOhUN0NMSzc1RlFFSllVNVJEWlVUSDlQTE9PQy4u,1,office_1709935465887421.html
https://cloudflare-ipfs.com/ipfs/bafybeicw3gxwxwxmaubg3f5y7ucamzkhor5twbhsgqjf6quhcie7ewdouu/,1,cloudflare-ipfs_1709935466090434.html
https://cloudflare-ipfs.com/ipfs/bafybeibup2leep4ybkb3buf76wfoy7phgo6sweicxr5pfu4fncahm4v6e4/chameleon.html,1,cloudflare-ipfs_1709935466588788.html
http://43.156.237.181/v3/signin/identifier?dsh=S822748218%3A1679418216555495&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AQMjQ7SD0PK1HrhsBjl6IFBteDNQcihrAPeZxiioeaK7PHIsVxMCPtfpYs-njEhxrjmwNlaNwy7p5w&amp%3Bpassive=1209600&amp%3Bxrealip=35.203.245.119&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AWnogHf1FDYVyMAbHP_H99j_z-euSVHLkUF_6UNuvJpKmvvfAA_jgTfVZjIcSoRwVi20aTX-tnT4Wg,1,43.156.237.181_1709935468612540.html
https://cf-ipfs.com/ipfs/QmPswjxm5NG63CdHCP2EZZG5ZhUdpSgvcPkCP722FnZPg8,1,cf-ipfs_1709935468964730.html
https://help-violation-page-25127.start.page/,1,start_1709935469318734.html
https://sites.google.com/view/exodus-wallets,1,google_1709935470102982.html
https://orsotoscani5ito.blogspot.com,1,blogspot_1709935471088239.html
https://att-106747-101594.weeblysite.com/,1,weeblysite_1709935474545674.html
https://cox-communication-100483.weeblysite.com/,1,weeblysite_1709935474677973.html
https://cloudflare-ipfs.com/ipfs/bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze,1,cloudflare-ipfs_1709935475206608.html
https://indd.adobe.com/view/df6c5880-b299-40b3-a22e-004e312b03de,1,adobe_1709935475471619.html
https://rp.mockplus.com/run/TrQynx-RLJ/irffOPqPZP?cps=hide&rps=hide&nav=1&ha=0&la=0&fc=1&out=1&rt=1&isFrame=true&moduleID=P_Tgivhdd,1,mockplus_1709935475932093.html
http://43.134.233.26/v3/signin/identifier?dsh=S-1341300312:1679418115462956&amp;followup=https://accounts.google.com/?&amp;ifkv=AWnogHcrceZVpioqskMhZP2UNiAO4TkS8R_Pxqt8vrX-9m2zCgUh6qp53CCtYitlsTBM7sKpqqRrlQ&amp;passive=1209600&amp;xrealip=107.178.200.229&amp;continue=https://accounts.google.com/?&amp;xrealip=34.198.46.118&amp;flowName=WebLiteSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHcC0UE4RS4vpOgaLDtcjQXucpJgy3FOcWTA9N6oN6Ktnt0iKQ9V2lrkoQIY1reRKTcezBbaNg,1,43.134.233.26_1709935476590084.html
https://cf-ipfs.com/ipfs/QmcY23ZBV7WPvJWZyAum9uWeqBpyNo2ikX5rSeBkQ6rQPx/,1,cf-ipfs_1709935477275316.html
https://cloudflare-ipfs.com/ipfs/bafybeicm57rpj4copsdwz7qcwtpdpsjcw4vgbzlfetgg6e3utr5hg5h2ri,1,cloudflare-ipfs_1709935477836115.html
https://cf-ipfs.com/ipfs/QmRXe271CRvZ5MzyVUgbRjGKKmyC6kN6R8agu155ZBG1TN,1,cf-ipfs_1709935478105998.html
https://lively-lime-gatsby.glitch.me/jam.html,1,glitch_1709935478716924.html
https://sites.google.com/view/newtermsofserviceupdate,1,google_1709935479447769.html
https://cloudflare-ipfs.com/ipfs/bafybeihqsujvscskwymef7uf64v6tqf3egyiy26bxr47jvkqdmpbccb5pm/customindex.html,1,cloudflare-ipfs_1709935479567052.html
https://ipfs.eth.aragon.network/ipfs/bafybeig7tb3ltmmjextheizmm2kjrhun5s3h56qvbjgwdc4xnmgkwa7xny,1,aragon_1709935479768880.html
https://ipfs.eth.aragon.network/ipfs/bafybeierppzwv4iiyv43ak7olcbga4ak77nck5ubbhuspf5hlppqyoj4mi/office365/,1,aragon_1709935480127112.html
https://microsoft-orgfr.hubside.fr/,1,hubside_1709935480773691.html
https://y7yonizj.square.site/,1,square_1709935481701751.html
https://www.yaqoobi.org/smd.rchn/smrp.php,1,yaqoobi_1709935481847977.html
https://tukofertas.com.br/35/,1,tukofertas_1709935482916806.html
https://docs.google.com/presentation/d/e/2PACX-1vRcc33q84-3rN-2GhhsvI3IxKUNKZdmMcJsRZgBg_vy81LvFWihFmIMUP-XuEsg_avrh3NCBfIimbMK/pub?start=true&loop=true&delayms=60000,1,google_1709935484236584.html
https://k8mc42.webwave.dev/?forcePageWithoutCdn=true,1,webwave_1709935484696894.html
https://poland-69r.pages.dev/,1,pages_1709935490009359.html
https://gregoiireelise620.wixsite.com/my-site,1,wixsite_1709935490271965.html
https://ipfs.eth.aragon.network/ipfs/bafkreic6vyhykruezlh2phkp7azujbbw3njcdjq3g45rbsbdbhx3742hhe,1,aragon_1709935490542486.html
https://fitbizcpa.org/AB/,1,fitbizcpa_1709935491792441.html
https://pub-4e9d559e11c54314b7639d20c3d13682.r2.dev/doc7.html,1,r2_1709935497915043.html
https://cloudflare-ipfs.com/ipfs/bafybeiex2ol2fxaykaf2immn3xpie2jjolt5nbiwe3w6pcsbr6pen6c7eu/en.html,1,cloudflare-ipfs_1709935498022328.html
https://bafybeiaas663vaywzopxvfarsgccnrtrie2ejmaiqk5svtq77epegb4hwa.ipfs.cf-ipfs.com,1,cf-ipfs_1709935498202218.html
https://wwxhajudjgwjklckvzgs10.web.app/,1,web_1709935498353978.html
https://href.li/https://aratera.com/wp-admin/,1,href_1709935498561649.html
https://disq.us/?url=https%3A%2F%2Fscript.google.com%2Fmacros%2Fs%2FAKfycbwGtBYI3-wTzL-CjyMEPEQOjH0OirBIqxKxezO2cr971WVF_VIZscGGUakiziN2TyqnGw%2Fexec&key=lNtGAOlHGzrmyUI3xIYc1g&772069,1,disq_1709935498680332.html
https://al2cho69m.pages.dev/,1,pages_1709935498960944.html
https://remondrebezere.web.app/,1,web_1709935499103662.html
https://ipfs.eth.aragon.network/ipfs/bafybeidjgzgoklz3shfxwpnphzxsbcaeip6wbufobuzo4xnydk4lqljytu/,1,aragon_1709935499294110.html
http://dbsexpressstore.com/,1,dbsexpressstore_1709935500085616.html
https://ipfs.eth.aragon.network/ipfs/bafybeiaqrm7xzbchb2doam7yf6sybwo2d7feye4dnhxvun66u2j5f5nil4,1,aragon_1709935500401574.html
https://bit.ly/pagedisbled,1,bit_1709935500631617.html
https://ipfs.eth.aragon.network/ipfs/bafybeicisfv2wwmqsu4r44ymqugnnus6yasvkabtiqtzdtc5smea6jkhlu/,1,aragon_1709935500815878.html
https://currently-101519.weeblysite.com/,1,weeblysite_1709935502393359.html
https://mifnndjlks.firebaseapp.com/,1,firebaseapp_1709935503318338.html
https://innovation-evotik.web.app/,1,web_1709935503448656.html
https://pub-7a6b99614f4b41658cd677a620b18951.r2.dev/bicro.html,1,r2_1709935504255248.html
https://flow.page/cuatt,1,flow_1709935504848768.html
http://sistema.sistemapremiumlondrina.com.br/dpcz.html,1,sistemapremiumlondrina_1709935505860594.html
https://docs.google.com/presentation/d/e/2PACX-1vQeqwhTTG8AGZao_ddH21e-dZ1IsEwcW8RQttSwt_nNINydKRtXUKH2iCBm3mk2SaiBZ1V9pGlIrUsQ/pub?start=true&amp;loop=true&amp;delayms=3000,1,google_1709935506995644.html
https://ossified-mica-dollar.glitch.me/,1,glitch_1709935507756883.html
https://ipfs.eth.aragon.network/ipfs/bafybeicisfv2wwmqsu4r44ymqugnnus6yasvkabtiqtzdtc5smea6jkhlu,1,aragon_1709935507972710.html
https://jestrada89.wixsite.com/checkrs,1,wixsite_1709935508393634.html
https://davidmalherbe3.wixsite.com/my-site?user-agent=Mozilla/5.0,1,wixsite_1709935509505241.html
https://bafybeihio2nzw3jugwcbjpzrlyjj7mjcsyzcj722vunklh3vn2t3ctca6a.ipfs.cf-ipfs.com,1,cf-ipfs_1709935510179566.html
https://shrtm.nu/d1m,1,shrtm_1709935510559448.html
https://ipfs.eth.aragon.network/ipfs/bafybeievjy57zjfmryj63y5zm6u4egcpb3oewtcoatgagbshaqmqjnw6ve,1,aragon_1709935510744803.html
https://grupoprodubanco.webcindario.com,1,webcindario_1709935511119094.html
https://ipfs.io/ipfs/QmYCC276eqYyXm4Ar3hPqJsHo3EiVn4t2BPZqBAybW54CD,1,ipfs_1709935515859817.html
https://ipfs.io/ipfs/QmNevxDjBRox1ZJhWuZx5y84EX7seZ385vB5FesAFhSdKm,1,ipfs_1709935516666010.html
https://script.google.com/macros/s/AKfycby_7UteCw0aIaGHiu5Lt22U1R1pUeDRXdOwRLk9Y3j3siNJ2yZo95-e27CWe5PBPbEu/exec,1,google_1709935517292596.html
https://pub-fa8da6b9d38f459d80a0d26810e433c7.r2.dev/th12husindes/prahsjak12index_revluet231.html,1,r2_1709935517560057.html
https://entertaining-puzzled-soccer.glitch.me/door.html,1,glitch_1709935518159999.html
https://serverauthinticationrequiredhostingswrvicesdomain2.pages.dev/,1,pages_1709935518309656.html
https://pub-c07e5b04581145f09dd756d379e0c787.r2.dev/owa.html,1,r2_1709935518445305.html
http://site9611861.92.webydo.com/,1,webydo_1709935518796914.html
https://prosxsiuser.myfreesites.net/,1,myfreesites_1709935518940248.html
https://docs.google.com/presentation/d/e/2PACX-1vR9q1yFyCJvc-j5Scg_R42Ohsw227V_KRRynhx36-BtMOuvelD8jOH03Rgu_948X6FUDIbSUOS8HsW9/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,google_1709935519528346.html
https://lognhdeygddatt.weebly.com/,1,weebly_1709935520433571.html
https://ipfs.eth.aragon.network/ipfs/bafybeiatg56jqpok2hi37esf7p5irfhe2kyjgfia74gw4kgi4piqkfpieq,1,aragon_1709935520625078.html
https://checkout.perfectpay.com.br/pay/PPU38CL41IE?ref=PPAT9ZF,1,perfectpay_1709935520929222.html
https://new.express.adobe.com/webpage/IMRflyhLVSna5,1,adobe_1709935521895081.html
https://docs.google.com/presentation/d/e/2PACX-1vRDostLuTqX8TEARz9uUo-prirZGMF4KFE0pEkCBB4fdu-vqF7mCgoGXJQM5FL-vrQ9gIf5pMkQ8E8Y/pub?start=false&loop=false&delayms=3000,1,google_1709935522448343.html
https://bafybeigvge6dny75ijwke5hcocw6lxybwjzvruvmctqppbnsgjgir3vwvi.ipfs.cf-ipfs.com/,1,cf-ipfs_1709935523012547.html
https://usp.usspvm.top/pg?do=index,1,usspvm_1709935523675546.html
https://autoiothiatowers.firebaseapp.com/%3ferr%3d2ripo8bdx66ud9prazte51fgodlieyt4ztmf52g6nr4nvxvvnue2rzjqdta0w6hrmu9nwahri0ehfom8tkqr9jtapyuf5lzgey5qkj39yqk1rtjshppv5y89qc323lruw77uiwszlm0ynabjtfdvqibulj2wmtuhu3mgxgrf5f9zxld0k1tdbckje2scjin0tj237zogeppsamttmkpzy9imb8hzfqktgryll93d%26dispatch%3d79a7ki1bcjd5b9d980f13a777ibe07%26id%3dc39a2d8738c9?err=zfI7fnrfjeoAqPsic8tlWJ1WtoFng&err=zfI7fnrfjeoAqPsic8tlWJ1WtoFng&dispatch=i4110de7b59258fb688ifhdfch7e53&id=e3e5cidieh818ch6k1ji6g1ak3h16d22id7479ak77dj4,1,firebaseapp_1709935523832374.html
https://rp.mockplus.com/run/wBMMw5EMaQ/7C4CUhAv8/fTkNyZWtJ3?cps=hide&rps=hide&nav=0&ha=0&la=0&fc=1&dt=iphoneX&out=0&rt=1&as=true,1,mockplus_1709935524404363.html
https://ipfs.eth.aragon.network/ipfs/bafkreifekibib7yhziuaowmesicthxhctmhsnwpg7kazguaxkobnrxf7ny,1,aragon_1709935524641411.html
