html_hl_count_total,html_hl_ratio_int,html_hl_ratio_ext,html_hl_ratio_null,html_hl_a_total,html_hl_ratio_a_int,html_hl_ratio_a_ext,html_hl_ratio_a_null,html_hl_link_total,html_hl_ratio_link_int,html_hl_ratio_link_ext,html_hl_ratio_link_null,html_hl_src_other_total,html_hl_ratio_src_other_int,html_hl_ratio_src_other_ext,html_hl_ratio_src_other_null,html_hl_media_total,html_hl_ratio_media_int,html_hl_ratio_media_ext,html_hl_ratio_media_null,html_hl_form_total,html_hl_ratio_form_int,html_hl_ratio_form_ext,html_hl_ratio_form_null,html_hl_fav_total,html_hl_ratio_fav_int,html_hl_ratio_fav_ext,html_hl_ratio_fav_null,html_hl_css_total,html_hl_ratio_css_int,html_hl_ratio_css_ext,html_hl_ratio_css_null,html_hl_external_css,html_hl_external_favicon,html_hl_external_null_form,html_domain_titel,html_windows_status,html_form_ext_count_mail,html_prompt,html_unsafe_anchor,html_iframe_invisible,html_empty_title
112.0,0.7946428571428571,0.19642857142857142,0.008928571428571428,40.0,0.775,0.2,0.025,24.0,0.875,0.125,0.0,35.0,0.7428571428571429,0.2571428571428571,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
108.0,0.8888888888888888,0.09259259259259259,0.018518518518518517,48.0,0.8125,0.14583333333333334,0.041666666666666664,5.0,1.0,0.0,0.0,5.0,0.4,0.6,0.0,45.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
352.0,0.84375,0.15056818181818182,0.005681818181818182,190.0,0.9421052631578948,0.05263157894736842,0.005263157894736842,51.0,0.8235294117647058,0.17647058823529413,0.0,47.0,0.8723404255319149,0.1276595744680851,0.0,28.0,0.14285714285714285,0.8571428571428571,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,33.0,0.8787878787878788,0.12121212121212122,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0
108.0,0.9259259259259259,0.07407407407407407,0.0,27.0,0.8888888888888888,0.1111111111111111,0.0,5.0,0.6,0.4,0.0,15.0,0.9333333333333333,0.06666666666666667,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,0.9375,0.0625,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
1670.0,0.9604790419161676,0.03952095808383234,0.0,1616.0,0.969059405940594,0.03094059405940594,0.0,26.0,0.8461538461538461,0.15384615384615385,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,15.0,0.6,0.4,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
394.0,0.9365482233502538,0.050761421319796954,0.012690355329949238,329.0,0.9331306990881459,0.05167173252279635,0.015197568389057751,5.0,1.0,0.0,0.0,13.0,0.7692307692307693,0.23076923076923078,0.0,41.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
41.0,0.9024390243902439,0.07317073170731707,0.024390243902439025,37.0,0.918918918918919,0.05405405405405406,0.02702702702702703,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
78.0,0.8076923076923077,0.10256410256410256,0.08974358974358974,41.0,0.6829268292682927,0.14634146341463414,0.17073170731707318,5.0,0.8,0.2,0.0,9.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
482.0,0.9543568464730291,0.04564315352697095,0.0,462.0,0.961038961038961,0.03896103896103896,0.0,8.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
76.0,0.9078947368421053,0.07894736842105263,0.013157894736842105,52.0,0.9038461538461539,0.07692307692307693,0.019230769230769232,15.0,0.8666666666666667,0.13333333333333333,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
727.0,0.5763411279229711,0.42090784044016505,0.002751031636863824,405.0,0.2518518518518518,0.7432098765432099,0.0049382716049382715,15.0,0.8666666666666667,0.13333333333333333,0.0,4.0,0.5,0.5,0.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
8.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
198.0,0.8585858585858586,0.1414141414141414,0.0,154.0,0.9805194805194806,0.01948051948051948,0.0,16.0,0.5625,0.4375,0.0,2.0,1.0,0.0,0.0,19.0,0.05263157894736842,0.9473684210526315,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
576.0,0.7239583333333334,0.2760416666666667,0.0,309.0,0.8996763754045307,0.10032362459546926,0.0,27.0,0.5925925925925926,0.4074074074074074,0.0,4.0,1.0,0.0,0.0,231.0,0.49783549783549785,0.5021645021645021,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
337.0,0.8338278931750742,0.09495548961424333,0.03560830860534125,261.0,0.9042145593869731,0.09578544061302682,0.0,37.0,0.5945945945945946,0.08108108108108109,0.0,3.0,1.0,0.0,0.0,9.0,0.5555555555555556,0.4444444444444444,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,16.0,0.25,0.0,0.75,0.0,0.0,0.0,0,0,0,0,1,0,0
243.0,0.7736625514403292,0.10699588477366255,0.11934156378600823,156.0,0.6858974358974359,0.14102564102564102,0.17307692307692307,11.0,0.9090909090909091,0.09090909090909091,0.0,17.0,0.8235294117647058,0.17647058823529413,0.0,48.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
21.0,0.47619047619047616,0.5238095238095238,0.0,6.0,1.0,0.0,0.0,5.0,0.4,0.6,0.0,5.0,0.2,0.8,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
174.0,0.9827586206896551,0.017241379310344827,0.0,91.0,0.967032967032967,0.03296703296703297,0.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,68.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
204.0,0.6617647058823529,0.3137254901960784,0.024509803921568627,110.0,0.6818181818181818,0.2727272727272727,0.045454545454545456,27.0,0.6666666666666666,0.3333333333333333,0.0,37.0,0.7837837837837838,0.21621621621621623,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334,0.0,15.0,0.8,0.2,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
237.0,0.9367088607594937,0.05907172995780591,0.004219409282700422,199.0,0.964824120603015,0.03015075376884422,0.005025125628140704,16.0,1.0,0.0,0.0,12.0,0.3333333333333333,0.6666666666666666,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
165.0,0.8545454545454545,0.10909090909090909,0.03636363636363636,123.0,0.8536585365853658,0.0975609756097561,0.04878048780487805,15.0,0.8,0.2,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,10.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
10.0,0.8,0.2,0.0,5.0,0.8,0.2,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
246.0,0.8455284552845529,0.04065040650406504,0.11382113821138211,226.0,0.8539823008849557,0.022123893805309734,0.12389380530973451,5.0,0.8,0.2,0.0,4.0,0.5,0.5,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
60.0,0.85,0.15,0.0,14.0,0.8571428571428571,0.14285714285714285,0.0,26.0,0.8076923076923077,0.19230769230769232,0.0,10.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.8,0.2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
139.0,0.6690647482014388,0.33093525179856115,0.0,99.0,0.9393939393939394,0.06060606060606061,0.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0
95.0,0.7894736842105263,0.21052631578947367,0.0,65.0,0.9076923076923077,0.09230769230769231,0.0,9.0,0.5555555555555556,0.4444444444444444,0.0,8.0,0.375,0.625,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.6,0.4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
11.0,0.45454545454545453,0.5454545454545454,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
218.0,0.8348623853211009,0.1651376146788991,0.0,195.0,0.8923076923076924,0.1076923076923077,0.0,14.0,0.5,0.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
435.0,0.728735632183908,0.18620689655172415,0.08505747126436781,412.0,0.7427184466019418,0.16747572815533981,0.08980582524271845,8.0,0.875,0.125,0.0,6.0,0.16666666666666666,0.8333333333333334,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
178.0,0.8876404494382022,0.07303370786516854,0.03932584269662921,33.0,0.48484848484848486,0.30303030303030304,0.21212121212121213,21.0,0.9523809523809523,0.047619047619047616,0.0,108.0,0.9907407407407407,0.009259259259259259,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
159.0,0.89937106918239,0.10062893081761007,0.0,124.0,0.9112903225806451,0.08870967741935484,0.0,7.0,1.0,0.0,0.0,7.0,0.42857142857142855,0.5714285714285714,0.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
6.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
206.0,0.7330097087378641,0.2621359223300971,0.0048543689320388345,117.0,0.5555555555555556,0.4358974358974359,0.008547008547008548,11.0,0.7272727272727273,0.2727272727272727,0.0,10.0,1.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
206.0,0.6213592233009708,0.3786407766990291,0.0,119.0,0.7310924369747899,0.2689075630252101,0.0,24.0,0.8333333333333334,0.16666666666666666,0.0,10.0,0.9,0.1,0.0,42.0,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0.875,0.125,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
9.0,0.8888888888888888,0.1111111111111111,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
104.0,0.7980769230769231,0.18269230769230768,0.019230769230769232,51.0,0.9215686274509803,0.0392156862745098,0.0392156862745098,38.0,0.8947368421052632,0.10526315789473684,0.0,8.0,0.125,0.875,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
195.0,0.8358974358974359,0.10256410256410256,0.06153846153846154,71.0,0.704225352112676,0.14084507042253522,0.15492957746478872,40.0,0.875,0.125,0.0,34.0,0.9705882352941176,0.029411764705882353,0.0,22.0,0.9090909090909091,0.045454545454545456,0.045454545454545456,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,0.8846153846153846,0.11538461538461539,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
9.0,0.0,0.8888888888888888,0.1111111111111111,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0
310.0,0.7322580645161291,0.23870967741935484,0.02903225806451613,283.0,0.784452296819788,0.18374558303886926,0.03180212014134275,5.0,0.2,0.8,0.0,8.0,0.0,1.0,0.0,9.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
234.0,0.9017094017094017,0.07264957264957266,0.02564102564102564,126.0,0.8968253968253969,0.05555555555555555,0.047619047619047616,33.0,0.8484848484848485,0.15151515151515152,0.0,29.0,0.8620689655172413,0.13793103448275862,0.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.95,0.05,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
177.0,0.8700564971751412,0.07909604519774012,0.05084745762711865,80.0,0.7875,0.1,0.1125,20.0,0.95,0.05,0.0,35.0,0.8857142857142857,0.11428571428571428,0.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,18.0,0.9444444444444444,0.05555555555555555,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
179.0,0.7597765363128491,0.19553072625698323,0.0446927374301676,137.0,0.8102189781021898,0.13138686131386862,0.058394160583941604,15.0,0.2,0.8,0.0,10.0,0.5,0.5,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
337.0,0.8664688427299704,0.12166172106824925,0.011869436201780416,188.0,0.9627659574468085,0.015957446808510637,0.02127659574468085,45.0,0.9111111111111111,0.08888888888888889,0.0,39.0,0.9743589743589743,0.02564102564102564,0.0,35.0,0.08571428571428572,0.9142857142857143,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,25.0,0.96,0.04,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
79.0,0.4430379746835443,0.5569620253164557,0.0,36.0,0.8611111111111112,0.1388888888888889,0.0,14.0,0.2857142857142857,0.7142857142857143,0.0,2.0,0.0,1.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
147.0,0.673469387755102,0.2925170068027211,0.034013605442176874,57.0,0.7368421052631579,0.17543859649122806,0.08771929824561403,52.0,0.46153846153846156,0.5384615384615384,0.0,11.0,0.5454545454545454,0.45454545454545453,0.0,18.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
136.0,0.6617647058823529,0.2647058823529412,0.07352941176470588,103.0,0.8058252427184466,0.0970873786407767,0.0970873786407767,12.0,0.4166666666666667,0.5833333333333334,0.0,9.0,0.2222222222222222,0.7777777777777778,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
365.0,0.9452054794520548,0.03287671232876712,0.021917808219178082,336.0,0.9642857142857143,0.011904761904761904,0.023809523809523808,7.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,12.0,0.5,0.5,0.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
158.0,0.759493670886076,0.21518987341772153,0.02531645569620253,124.0,0.9435483870967742,0.024193548387096774,0.03225806451612903,13.0,0.07692307692307693,0.9230769230769231,0.0,12.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
3.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
236.0,0.9067796610169492,0.0847457627118644,0.00847457627118644,176.0,0.9375,0.05113636363636364,0.011363636363636364,14.0,0.7857142857142857,0.21428571428571427,0.0,15.0,0.7333333333333333,0.26666666666666666,0.0,19.0,0.8421052631578947,0.15789473684210525,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.9,0.1,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
230.0,0.9434782608695652,0.05652173913043478,0.0,50.0,0.94,0.06,0.0,68.0,0.9411764705882353,0.058823529411764705,0.0,43.0,0.9534883720930233,0.046511627906976744,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.9649122807017544,0.03508771929824561,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
162.0,0.6358024691358025,0.345679012345679,0.018518518518518517,112.0,0.8928571428571429,0.08035714285714286,0.026785714285714284,14.0,0.14285714285714285,0.8571428571428571,0.0,17.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.8,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0
305.0,0.8491803278688524,0.14426229508196722,0.006557377049180328,115.0,0.8782608695652174,0.12173913043478261,0.0,51.0,0.7450980392156863,0.2549019607843137,0.0,21.0,0.6666666666666666,0.3333333333333333,0.0,90.0,0.8888888888888888,0.1111111111111111,0.0,3.0,0.3333333333333333,0.0,0.6666666666666666,3.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
83.0,0.5542168674698795,0.4457831325301205,0.0,38.0,0.34210526315789475,0.6578947368421053,0.0,19.0,0.7894736842105263,0.21052631578947367,0.0,14.0,0.5714285714285714,0.42857142857142855,0.0,4.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,1.0,0.0,1.0,0,0,0,0,1,1,0
139.0,0.935251798561151,0.06474820143884892,0.0,96.0,0.9791666666666666,0.020833333333333332,0.0,22.0,0.8181818181818182,0.18181818181818182,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
